,Host,Dokumente,Land,Date
42,World Science Publisher: E-Journals,239,org,2012-04-19
43,University of Toronto: Faculty of Information Quarterly (E-Journal),5814,ca,2012-04-19
44,Universidad Politécnica de Madrid (UPM): POLI-RED (Revistas Digitales Politécnicas),1703,es,2012-04-19
45,The Python Papers Anthology (E-Journals),49,org,2012-04-19
46,Suranaree University of Technology Intellectual Repository (SUTIR),3309,th,2012-04-19
47,IJACIR - International Journal of Advances in Computing and Information Researches,9,in,2012-04-19
48,eJHI - electronic Journal of Health Informatics,114,au,2012-04-11
49,"University of the Sunshine Coast, Queensland, Australia: COAST Research Database",4772,au,2012-04-10
50,"Multimedia University, Malaysia: SHDL@MMU Digital Repository",3372,my,2012-04-10
51,Association for Information Systems Research: AIS Electronic Library (AISeL),20525,us,2012-04-10
52,Università di Bologna: AlmaDL Journals,1263,it,2012-03-30
53,Revista de Ciências da Educação (Centro Universitário Salesiano de São Paulo),90,br,2012-03-30
54,"Maison de l’Orient et de la Méditerranée, Université Lumière Lyon 2: DIGIMOM",132,fr,2012-03-30
55,ICRISAT (International Crops Research Institute for the Semi-Arid Tropics): Open Access Repository,5573,in,2012-03-30
56,Universitäts- und Landesbibliothek Darmstadt: tukart,580,de,2012-03-29
57,"Scientific Annals of ""Alexandru Ioan Cuza"" University of Iasi",104,ro,2012-03-29
58,"International Burch University, Sarajevo: IBU Repository",739,ba,2012-03-29
59,"DUMAS (Dépôt Universitaire de Mémoires Après Soutenance - CCSD CNRS, Frankreich)",1602,fr,2012-03-29
60,"Universidad Nacional Autónoma de México (UNAM), Instituto de Biología: IREKANI",26916,mx,2012-03-28
61,"Research at the University of Wales, Newport / Prifysgol Cymru, Casnewydd",410,uk,2012-03-28
62,Repositório Institucional da Universidade de Aveiro (RIA),7820,pt,2012-03-28
63,Kharkiv National University: eScriptorium / Харківський національний університет,331,ua,2012-03-28
64,Instituto Superior Politécnico Gaya: Repositorio do ISPGaya,1,pt,2012-03-28
65,res doctae - Dokumentenserver der Akademie der Wissenschaften zu Göttingen,155,de,2012-03-27
66,Havforskningsinstituttet: Brage IMR / Institute for Marine Research,6045,no,2012-03-27
67,University of Surabaya: Ubaya Repository,512,id,2012-03-09
68,Wirtualne Archiwum Polskich Ormian,11,pl,2012-03-08
69,Università degli studi di Torino: SIRIO@unito.it - SIstema RIviste Open access,42,it,2012-03-08
70,Universitat Autònoma de Barcelona: Dipòsit Digital de Documents de la UAB,25428,es,2012-03-08
71,Høgskolen i Finnmark: Brage HiF,67,no,2012-03-08
72,David Rumsey Historical Map Collection (Cartography Associates),28771,us,2012-02-23
73,University of Massachusetts Lowell: Digital Scholarship Repository@UMass Lowell,2131,us,2012-02-22
74,IARTC (International Academic Research and Technology Center): E-Journals,9,my,2012-02-22
75,HAU - Journal of Ethnographic Theory (University of Manchester),20,uk,2012-02-22
76,Cleveland State University: EngagedScholarship@CSU,708,us,2012-02-22
77,Biblioteca Virtual Silverio Lanza (Ayuntamiento de Getafe),10,es,2012-02-22
78,Université de Strasbourg: UOH - Université Ouverte des Humanités,579,fr,2012-02-20
79,"Università Politecnica delle Marche, Ancona: A3 - Archivio Aperto di Ateneo",727,it,2012-02-20
80,Universitas Stikubank: E-Journals,56,id,2012-02-20
81,RILK.com (Paris),2616,fr,2012-02-20
82,OceanRep (GEOMAR Helmholtz Zentrum für Ozeanforschung Kiel),10269,de,2012-02-20
83,Coventry University: Curve/open,1878,uk,2012-02-20
84,Binus University: Binus e-Thesis,12968,id,2012-02-20
85,Biblioteca Digital Educativa de la Región de Murcia,240,es,2012-02-20
86,Biblioteca Digital de la Universidad del Valle,2659,co,2012-02-20
87,Tasarım+Kuram Dergisi (Mimar Sinan Güzel Sanatlar Üniversitesi),108,tr,2012-02-17
88,KiDokS - Kirchlicher DokumentenServer (AKThB - Arbeitsgemeinschaft Katholisch-Theologischer Bibliotheken / VkwB - Verband kirchlich-wissenschaftlicher Bibliotheken),19,de,2012-02-17
89,"Journal of Science and Technology of the Arts (Centro de Investigação em Ciência e Tecnologia das Artes - CITAR, Portuguese Catholics University)",27,pt,2012-02-17
90,"Journal of Mobile, Embedded and Distributed Systems (Bucharest Academy of Economic Studies)",43,ro,2012-02-17
91,Journal of Agriculture and Rural Development in the Tropics and Subtropics (JARTS - kassel university press),135,de,2012-02-17
92,"International Journal of Students' Research (Rural Medical College, Pravara Institute of Medical Sciences, Loni)",62,in,2012-02-17
93,Embrapa: Sistema Eletrônico de Editoração de Revistas,551,br,2012-02-17
94,Electronic Journal of Endodontics Rosario,63,ar,2012-02-17
95,"Electra (E-Journal, University of Patras)",44,gr,2012-02-17
96,Digitale Sammlungen der Universität zu Köln,12107,de,2012-02-17
97,"Analele Stiintifice ale Universitatii ""Alexandru Ioan Cuza"" din Iasi Sec. II a. Genetica si Biologie Moleculara",532,ro,2012-02-17
98,Universitat de Girona: DUGi Fons Especials,9828,es,2012-02-09
99,Universitas Pembangunan Nasional Veteran: UPN Jatim Repository,2808,id,2012-02-09
100,Senshu University: Institutional Repository / 専修大学学術機関リポジトリ,38,jp,2012-02-09
101,Saurasthra University: Etheses,600,in,2012-02-09
102,National Chin-Yi University Institutional Repository (NCUTIR) / 國立勤益科技大學,2261,tw,2012-02-09
103,CamPuce.org,4,cm,2012-02-09
104,Rivista Internazionale di Filosofia e Psicologia (Università degli Studi di Bari),19,it,2012-02-07
105,Nepal National Library Collection (NNL),47,np,2012-02-07
106,"National Academy of Medical Sciences' Collection, Nepal (NAMS)",337,np,2012-02-07
107,"Ministry of Health and Population (MoHP), Nepal: Digital Library",525,np,2012-02-07
108,Consortia Academia Publishing (E-Journals),64,ph,2012-02-07
109,Université du Québec à Trois-Rivières: Dépôt numérique de UQTR,2423,ca,2012-02-03
110,Universidad de Almería: Repositorio Institucional,1108,es,2012-02-03
111,Sriwijaya University: ePrints,667,id,2012-02-03
112,Odessa I. I. Mechnikov National University: DSpace / Одеського національного університету iмені І.І. Мечникова,2327,ua,2012-02-03
113,"Deutsches GeoForschungsZentrum (GFZ), Helmholtz-Zentrum Potsdam: E-Books",1604,de,2012-02-03
114,Texas Digital Library: Electronic Journals,4943,us,2012-02-02
115,Potsdam-Institut für Klimafolgenforschung (PIK): Publications,241,de,2012-02-02
116,OJS at Oregondigital.org (Oregon State University / University of Oregon),226,us,2012-02-02
117,Vernadsky National Library of Ukraine: DSpace / Національна бібліотека України: Наукова електронна бібліотека періодичних видань НАН України,31924,ua,2012-01-17
118,Universitas Padjadjaran Repository,5918,id,2012-01-17
119,Syracuse University Research Facility And Collaborative Environment (SUrface),6268,us,2012-01-17
120,"Sport und Gesellschaft (E-Journal, Universität Bielefeld)",136,de,2012-01-17
121,"REPAP - Repositório de Administração Pública do INA (Instituto Nacional de Administração, Portugal)",135,pt,2012-01-17
122,Public University of Navarre: Academica-e / Universidad Publica de Navarra,2389,es,2012-01-17
123,"Mazovian Digital Library (MBC, Warsaw Public Library) / Mazowiecka Biblioteka Cyfrowa",2762,pl,2012-01-17
124,Bulgarian OpenAIRE Repository,107,bg,2012-01-17
125,University of Portsmouth: Parade@Portsmouth,5418,uk,2012-01-16
126,"University of Cologne, Computer Science Department: Computer Science Publication Server",899,de,2012-01-16
127,Universitas Hasanuddin: UNHAS Repository System,1522,id,2012-01-16
128,Universidade Federal de Santa Catarina: Repositório Institucional da UFSC,6425,br,2012-01-16
129,Sapienza Università di Roma: OJS - Open Journals Sapienza,4653,it,2012-01-16
130,JICA - Japan International Cooperation Agency: DSpace / 独立行政法人国際協力機構,45,jp,2012-01-16
131,Indian Academy of Sciences: Publication of Fellows,87807,in,2012-01-16
132,Biblioteca Universidad de Talca: DSpace,8005,cl,2012-01-16
133,Wake Forest University: WakeSpace Digital Archive,21997,us,2012-01-13
134,Università di Bologna: AMS Tesi di Laurea (Alm@DL),1910,it,2012-01-13
135,"University Of Latvia, Riga: DSpace / Latvijas Universitate",501,lv,2012-01-13
136,"University of Khartoum, Faculty of Science: DSpace@ScienceUofK",206,sd,2012-01-13
137,OPUS HHN - Hochschulschriftenserver der Hochschule Heilbronn,36,de,2012-01-13
138,Naruto University of Education Research Result Repository / 鳴門教育大学リポジトリ,340,jp,2012-01-13
139,"Institute of Development Studies (IDS), Brighton: OpenDocs",1635,uk,2012-01-13
140,"Wilfrid Laurier University, Ontario: Scholars Commons@Laurier",2289,ca,2012-01-12
141,"Universitá degli Studi di Roma ""Tor Vergata"": ART - Archivio Istituzionale della Ricerca",30893,it,2012-01-12
142,"Universidad Icesi, Santiago de Cali: Gestión editorial",1128,co,2012-01-12
143,Revista Electrónica en Ciencias Administrativas e Informática (RECAI),7,mx,2012-01-12
144,International Journal of Economic Practices and Theories (IJEPT),21,ro,2012-01-12
145,Fundación Nacional para el Dasarrollo: FUNDE Institutional Repository,284,sv,2012-01-12
146,eEast-UkrNUIR - Electronic Volodymyr Dahl East-Ukraine National University Institutional Repository / інституційний репозіторій (електронний архів) Східноукраїнського національного університету імені Володимира Даля,201,ua,2012-01-12
147,"Biomédica - Revista del Instituto Nacional de Salud, Bogotá",555,co,2012-01-12
148,"University of Ljubljana, Faculty of Education: PeFprints / Univerza v Ljubljani, Pedagoška fakulteta",531,si,2012-01-11
149,Ternopil Ivan Pul’uj National Technical University: ELARTU / Тернопільський національний технічний університет імені Івана Пулюя,1378,ua,2012-01-11
150,Red Iberoamericana de Estudios Internacionales: RIBEI Digital Repository,2110,es,2012-01-11
151,"Pontificia Universidad Católica Argentina, Buenos Aires: Biblioteca Digital",1472,ar,2012-01-11
152,Loyola University Chicago: Loyola eCommons,1081,us,2012-01-11
153,Istanbul Teknik Üniversitesi: MiTOS Açık Erişim Sistemi,7,tr,2012-01-11
154,Helsingfors Universitet: HELDA – Helsingin yliopiston digitaalinen arkisto,30456,fi,2012-01-11
155,Eastern Illinois University: The Keep,6734,us,2012-01-11
156,BibNum (Bibliothèque numérique de textes scientifiques antérieurs à 1940),89,fr,2012-01-11
157,University of South Carolina Libraries: Scholar Commons,2614,us,2011-12-02
158,Koninklijke Nederlandse Akademie van Wetenschappen: KNAW Repository,9906,nl,2011-12-02
159,Università degli studi di Macerata: Riviste digitali,102,it,2011-11-24
160,Mukogawa Women's Univ. / 武庫川女子大学リポジトリ,525,jp,2011-11-24
161,Federation of Finnish Learned Societies: Scientific Journals Online / Tieteellisten seurain valtuuskunta: Tieteelliset verkkolehdet,4441,fi,2011-11-24
162,"Culture, Society and Praxis (E-Journal, California State University)",79,us,2011-11-24
163,"Coffee Science (E-Journal, Universidade Federal de Lavras)",18,br,2011-11-24
164,California State University: eCollections,35434,us,2011-11-24
165,"Érudit.org (Univ. Montréal, Laval, Québec)",135242,ca,2011-11-23
166,Universitätsbibliothek Kassel: ORKA - Open Repository Kassel,11780,de,2011-11-23
167,Seigakuin University: SERVE (Seigakuin Repository for academic archiVE) / 聖学院学術情報発信システム,1816,jp,2011-11-23
168,"Research at Sofia University ""St. Kliment Ohridski""",545,bg,2011-11-23
169,"Theory and Applications of Mathematics & Computer Science (E-Journal, University of Arad)",9,ro,2011-11-22
170,International Journal of Contemporary Dentistry,347,org,2011-11-22
171,"International Institute for Science, Technology and Education (IISTE): E-Journals",2609,org,2011-11-22
172,Hochschule RheinMain (Wiesbaden Rüsselsheim Geisenheim): Publikationsserver,135,de,2011-11-22
173,Fachhochschule Frankfurt am Main: Wissenschaftlicher Publikationsserver (WIPS),1045,de,2011-11-22
174,Agricultural Digital Library (Central Agricultural Library Warsaw) / Rolnicza Biblioteka Cyfrowa,683,pl,2011-11-22
175,Sophiahemmet Högskola: Publikationer,63,se,2011-11-18
176,Pensoft Publishers,1257,bg,2011-11-18
177,Linnéuniversitetet Kalmar Växjö: Publikationer,7432,se,2011-11-18
178,Hathi Trust Digital Library,563453,us,2011-11-18
179,Tufts Digital Library (TDL),68353,us,2011-10-24
180,Universitá degli Studi di Firenze: Firenze University Press,4799,it,2011-10-20
181,The Humboldt Digital Library,20,us,2011-10-20
182,Polski Instytut Antropologii: Biblioteka Cyfrowa PIA,4560,pl,2011-10-20
183,OpenAIRE Orphan Record Repository (Open Access Infrastructure Research for Europe),73,ch,2011-10-20
184,Metabiblioteca.org,226,co,2011-10-20
185,"IASMA - Istituto Agrario di San Michele all'Adige, Fondazione Edmund Mach: OpenPub",4997,it,2011-10-20
186,HUPS - Hochschule Ulm Publikationsserver,59,de,2011-10-20
187,CERIMES - Centre de Ressources et d’Information sur les Multimédias pour l’Enseignement Supérieur,2186,fr,2011-10-20
188,Repozytorium Centrum Otwartej Nauki / Centre for Open Science: CeON Repository,112,pl,2011-10-13
189,Repositorio de la Universidad Estatal a Distancia de Costa Rica (ReUNED),351,cr,2011-10-13
190,"Program Pascasarjana Manajemen dan Bisnis, Institut Pertanian Bogor: MB IPB Repository",1157,id,2011-10-13
191,National Kaohsiung Normal University Institutional Repository / 國立高雄師範大學機構典藏,16814,tw,2011-10-13
192,Ehime University: Institutional Repository IYOKAN / 愛媛地区共同リポジトリ,936,jp,2011-10-13
193,Digital Repository of Scientific Institutes (RCIN) / Repozytorium Cyfrowe Instytutów Naukowych,6295,pl,2011-10-13
194,Centro de Investigación y Tecnología Agroalimentaria de Aragón (CITA): citaREA,1489,es,2011-10-13
195,Boston College Digital Collections,5729,us,2011-10-13
196,Bogor Agricultural University: IPB Scientific Repository / Institut Pertanian Bogoar,43405,id,2011-10-13
197,Biblioteka Humanistyczna (Polen),9,pl,2011-10-13
198,Università degli Studi del Molise: Repository of Open Access Documents (ROAD Unimol),141,it,2011-10-12
199,Universidade Municipal de São Caetano do Sul: Repositório Digital da USCS,120,br,2011-10-12
200,Universidad Nacional de Colombia: BiViPas (Biblioteca Digital en Violencia Sociopolítica),395,co,2011-10-12
201,Universidad del Norte: Repositorio Digital,1845,co,2011-10-12
202,Universidad de Guadalajara: Centro de Recursos para la Enseñanza y el Aprendizaje (CREA),194,mx,2011-10-12
203,National Science Foundation of Sri Lanka Digital Repository,3209,lk,2011-10-12
204,"National School of Political Studies and Public Administration (NSPSPA), Bukarest: APAS Archive",367,ro,2011-10-12
205,Bergen University College (HiB): Bergen Open Research Archive (BORA),242,no,2011-10-12
206,Romanian Medical Reviews & Research (Viata Medicala),6,ro,2011-10-07
207,RICABIB: the Digital Repository of Centro Atómico Bariloche and Instituto Balseiro,174,ar,2011-10-07
208,PUB - Publikationen an der Universität Bielefeld,31441,de,2011-10-07
209,Cyfrowa Ziemia Sieradzka,1422,pl,2011-10-07
210,City University London: City Research Online,761,uk,2011-10-07
211,Universidad de El Salvador: Repositorio Institucional,873,sv,2011-10-06
212,ORE Digital Library / Biblioteka Cyfrowa Ośrodka Rozwoju Edukacji,193,pl,2011-10-06
213,"Ministry of Earth Sciences, Government of India: Open Access Digital Repository",373,in,2011-10-06
214,"Contemporaneity: Historical Presence in Visual Culture (E-Journal, University of Pittsburgh)",10,us,2011-10-06
215,Università di Cagliari: UniCA Open Journals,201,it,2011-09-28
216,University of Puget Sound: Sound Ideas,752,us,2011-09-28
217,"University of Maryland, Baltimore County: UMBC Digital Collections",30501,us,2011-09-28
218,"Universitat Pompeu Fabra, Barcelona: Tesis Doctorals en Xarxa (TDX)",656,es,2011-09-28
219,Universitas Indonesia: UI's Journals,750,id,2011-09-28
220,Universitas Diponegoro: UNDIP E-Journal Systems (UEJS) Portal,3012,id,2011-09-28
221,"Society for Biomaterials and Artificial Organs, India: Biomaterials.Org.In (E-Journals)",367,in,2011-09-28
222,Queen Mary University of London: Queen Mary Research Online (QMRO),1285,uk,2011-09-28
223,Kerala Journal of Orthopaedics (Kerala Orthopaedic  Association),31,in,2011-09-28
224,Institut Seni Indonesia (ISI) Denpasar: E-Jurnal,814,id,2011-09-28
225,Deutsche Zentralbibliothek für Medizin (ZB MED): ElliNET,1672,de,2011-09-28
226,Yasar University Open Archive System / Yaşar Üniversitesi Açık Erişim Sistemi,61,tr,2011-09-09
227,Röda Korsets Högskola: Publikationsdatabas DiVA (Digitala Vetenskapliga Arkivet),168,se,2011-09-09
228,Mersin University Open Archive System / Mersin Üniversitesi Açık Erişim Sistemi,828,tr,2011-09-09
229,Kung. Musikhögskolan: Publikationer (DiVA - Digitala Vetenskapliga Arkivet),266,se,2011-09-09
230,"Konstfack Stockholm: Publikationer (DiVA - Digitala Vetenskapliga Arkivet) / University College of Arts, Crafts and Design: Publications",356,se,2011-09-09
231,Izmir Institute of Technology Open Archive System / İzmir Yüksek Teknoloji Enstitüsü Açık Erişim Sistemi,974,tr,2011-09-09
232,Handelshögskolans i Stockholm (DiVA - Digitala Vetenskapliga Arkivet),470,se,2011-09-09
233,Hacettepe University Open Archive System / Hacettepe Üniversitesi Yayın ve Açık Erişim Sistemi,52,tr,2011-09-09
234,Ersta Sköndal University Hogsköla: Publikationer (DiVA - Digitala Vetenskapliga Arkivet),452,se,2011-09-09
235,Dokuz Eylül University Open Archive System / Dokuz Eylül Üniversitesi Açık Erişim Sistemi,10645,tr,2011-09-09
236,Wenzao Ursuline College of Languages: Institutional Repository / 文藻外語學院,339,tw,2011-09-01
237,Université de Genève: Archive ouverte UNIGE,8731,ch,2011-09-01
238,"University of the Witwatersrand, Johannesburg: WITS Institutional Repository on DSpace (WIReDSpace)",6323,za,2011-09-01
239,University of Colorado at Boulder: PhET Interactive Simulations,112,us,2011-09-01
240,Universidad Autónoma de Nuevo León: Repositorio Institucional UANL,2359,mx,2011-09-01
241,Kumamoto University Repository / 熊本大学学術リポジトリ,1735,jp,2011-08-18
242,Iwate University Scientific Topics / 岩手大学学術トピックス,4204,jp,2011-08-18
243,Banco Internacional de Objetos Educacionais (Ministry of Education - Brazil),17010,br,2011-08-18
244,"Universidad Austral de Chile, Valdivia: Tesis Electrónicas UACh",397,cl,2011-08-03
245,SciELO España (Scientific Electronic Library Online),3728,es,2011-08-03
246,Narbolibris.com (Bibliothèque Virtuelle du Grand Narbonne),609,fr,2011-08-03
247,Nara University Repository / 奈良大学リポジトリ,2906,jp,2011-08-03
248,Josai University Repository of Academia (JURA) / 城西大学機関リポジトリ,3838,jp,2011-08-03
249,Indonesian Journal of Biotechnology (Universitas Gadja Madah),177,id,2011-08-03
250,"Ewha Womens University, Seoul: dCollection / 이화여자대학교",190,kr,2011-08-03
251,Doshisha Women's College of Liberal Arts: DWCLA Academic Repository / 同志社女子大学学術リポジトリ,283,jp,2011-08-03
252,Digitalna knjižnica Univerze v Mariboru,14278,si,2011-08-03
253,Chungnam National University: dCollection / 충남대학교,58,kr,2011-08-03
254,"Chalmers Tekniska Högskola, Göteborg: Chalmers Publication Library",38533,se,2011-08-03
255,Biwako Seikei Sport College: Dspace / びわこ成蹊スポーツ大学リポジトリ,174,jp,2011-08-03
256,Università Campus Bio-Medico di Roma: Ilithia,26,it,2011-08-02
257,The University of Sydney: Sydney College of the Arts Archive,1509,au,2011-08-02
258,The University of Sydney: eBot Plant Sciences Collection,1856,au,2011-08-02
259,The University of Sydney: Archaeological fish-bone images,812,au,2011-08-02
260,"La Trobe University, Australia: Research Online",29313,au,2011-08-02
261,Institutional Knowledge (InK) at Singapore Management University,9478,sg,2011-08-02
262,"Institut de la Montagne, France",2810,fr,2011-08-02
263,Human Development Resource Network (HDRNet),421,org,2011-08-02
264,"European University Institute, Italy: European History Primary Sources (EHPS)",1065,it,2011-08-02
265,"East Carolina University, Joyner Library: Digital Collections",10431,us,2011-08-02
266,Biblioteca Digital de la Facultad de Ciencias Exactas y Naturales de la Universidad de Buenos Aires,1077,ar,2011-08-02
267,Anglia Ruskin University: Anglia Ruskin Research Online (ARRO),654,uk,2011-08-02
268,Universitdad de La Laguna: Pandora,1791,es,2011-08-01
269,Universita' degli studi di Salerno: elea (Electronic Archive for PhD Thesis),143,it,2011-08-01
270,Universidade Federal do Pará: Repositório Institucional da UFPA,1412,br,2011-08-01
271,"The Novartis Repository (Novartis, Schweiz)",1620,ch,2011-08-01
272,Real Academia de la Historia: Biblioteca Digital,22517,es,2011-08-01
273,Politecnico di Torino: PORTO - Publications Open Repository TOrino,62916,it,2011-08-01
274,Language Box,813,uk,2011-08-01
275,Kanagawa University Repository / 神奈川大学学術機関リポジトリ,8082,jp,2011-08-01
276,"BRAC University, Bangladesh: Institutional Repository",1432,bd,2011-08-01
277,Bibliotecas de Castilla-La Mancha: Archivo de la palabra,274,es,2011-08-01
278,Bibliotecas de Castilla-La Mancha: Archivo de la imagen,25357,es,2011-08-01
279,Biblioteca Digital de la Región de Murcia,1435,es,2011-08-01
280,Çukurova Üniversitesi Açık Erişim Sistemi / Çukurova University Open Archive System,3233,tr,2011-07-29
281,"Wellcome Trust, London: Wellcome Images",120982,uk,2011-07-29
282,University of Korea: dCollection / 고려대학교,131,kr,2011-07-29
283,University of Ballarat: UB ResearchOnline,3490,au,2011-07-29
284,Universidad San Martín de Porres (USMP): Cybertesis Perú,4,pe,2011-07-29
285,"Secretariat of the Pacific Community, New Caledonia: SPC Coastal & Oceanic Fisheries Programmes Digital Library",8520,nc,2011-07-29
286,"Joint Institute for Nuclear Research, Dubna: JINR Document Server / ОБЪЕДИНЕННЫЙ ИНСТИТУТ ЯДЕРНЫХ ИССЛЕДОВАНИЙ",4463,ru,2011-07-29
287,CODEE Digital Library (Community of Ordinary Differential Equations Educators),119,us,2011-07-29
288,Biblioteca Virtual de la Diputación de Zaragoza,1052,es,2011-07-29
289,Akademicka Biblioteka Cyfrowa (ABC) Kraków,8779,pl,2011-07-29
290,University of Zululand: Manakin Repository,961,za,2011-07-28
291,Revistas Eletrônicas Uni La Salle-RJ (Institutos Superiores de Ensino),83,br,2011-07-28
292,Oregon Institue of Technology: Crater Lake Digital Research Collection,349,us,2011-07-28
293,Obihiro University: Obihiro Archive of Knowledge (OAK) / 帯広畜産大学学術情報リポジトリ,2901,jp,2011-07-28
294,North Dakota State University (NDSU) Digital Repository,18898,us,2011-07-28
295,Journal of French and Francophone Philosophy (University of Pittsburgh),456,us,2011-07-28
296,Instituto Tecnológico de Chihuahua: Portal SINED - Podcast Multimedia,51,mx,2011-07-28
297,Högskolan i Halmstad: Publikationer (DiVA - Digitala Vetenskapliga Arkivet),4285,se,2011-07-28
298,Travesía - recursos digitales para la cooperación bibliotecaria (Ministerio del Cultura),1874,es,2011-07-27
299,Repositório Institucional Rede Cedes (Centro de Desenvolvimento do Esporte Recreativo e do Lazer),168,br,2011-07-27
300,Repositório do Instituto Politécnico de Viseu,756,pt,2011-07-27
301,Repositório Científico do Instituto Politécnico de Santarém,520,pt,2011-07-27
302,Pontificia Universidad Javeriana: Ícaro - Biblioteca Digital,842,co,2011-07-27
303,National Museum of Ethnology (MINPAKU) Repository / 国立民族学博物館学術情報リポジトリ,3694,jp,2011-07-27
304,"National Documentation Centre (EKT), Greece: Education and Lifelong Learning / Εθνικό Κέντρο Τεκμηρίωσης",1191,gr,2011-07-27
305,"National Digital Learning Resources, Ireland: NDLR Dspace",27394,ie,2011-07-27
306,Kharkiv National University of Radioelectronics: Electronic Archive (ElAr KhNURE) / Електронний архів Харківського національного університету радіоелектроніки,127,ua,2011-07-27
307,Karolinska Institutet: Open Archive,3186,se,2011-07-27
308,Høgskolen i Vestfolds: Brage HIVE,54,no,2011-07-27
309,Feng Chia University: DSpace / 逢甲大學全球資訊網,13048,tw,2011-07-27
310,Calaix (Generalitat de Catalunya),11615,es,2011-07-27
311,Tung Fang Design University: Institutional Repository (TFIR) / 東方設計學院,1114,tw,2011-07-26
312,Tokyo Metropolitan University Institutional Repository Miyako-Dori / 首都大学東京機関リポジトリ,2186,jp,2011-07-26
313,Taiwan Theological College & Seminary (THAITEO): Instiutional Repository / 台灣神學院,4292,tw,2011-07-26
314,Ryukoku University Institutional Repository / 龍谷大学学術機関リ,1488,jp,2011-07-26
315,National Pingtung University of Education Institutional Repository (NPUEIR),8843,jp,2011-07-26
316,National Dong Hwa University Institutional Repository (NDHUIR) / 國立東華大學,9810,tw,2011-07-26
317,National Chiayi University Institutional Repository (NCUIR) / 嘉義大學機構典藏,8192,jp,2011-07-26
318,National Changhua University of Education Institutional Repository,10443,tw,2011-07-26
319,Hyogo University of Teacher Education: HEART (Hyokyo Educational and Academic Resources for Teachers) / 兵庫教育大学,2682,jp,2011-07-26
320,Hwa Hsia Institute of Technology (HWIR) Institutional Repository / 華夏機構典藏,722,tw,2011-07-26
321,Chung Shan Medical University Institutional Repository (CSMUIR) / 中山醫學大學機構典藏,3855,tw,2011-07-26
322,Central Taiwan University of Science and Technology: Institutional Repository (CTUSTIR) / 中臺科技大學機構典藏,1390,tw,2011-07-26
323,"Universidad EAFIT, Medellin: Repositorio de revistas académicas",331,br,2011-07-25
324,Taiwan Agricultural Research Institute: Institutional Repository / 農業試驗所全球資訊網,4725,tw,2011-07-25
325,"Southeast Asian Fisheries Development Center, Aquaculture Department: DSpace@SEAFDEC/AQD",872,ph,2011-07-25
326,Pubblicazioni CILEA (Consorzio Interuniversitario),731,it,2011-07-25
327,OAPEN (Open Access Publishing in European Networks),980,nl,2011-07-25
328,National Central University Institutional Repository (NCUIR) / 中央大學機構典藏,40023,tw,2011-07-25
329,Nanhua University Institutional Repository (NHUIR) / 南華大學機構典藏,8494,tw,2011-07-25
330,Mingdao University: Mingdao Academic Institutional Repository (MAIR) / 明道大學,2073,tw,2011-07-25
331,GMS e-journal - German Medial Science (Arbeitsgemeinschaft der Wissenschaftlichen Medizinischen Fachgesellschaften),41199,de,2011-07-25
332,Fooyin University Institutional Repository (FYIR) / 輔英科技大學機構典藏,9668,tw,2011-07-25
333,DigitalCommons@Kennesaw State University,3912,us,2011-07-25
334,Biodiversty Heritage Library (BHL),204732,us,2011-07-25
335,Académie universitaire Wallonie-Bruxelles: DI-fusion,98833,be,2011-07-25
336,YuanPei University Institutional Repository (YPUIR) / 元培科技大學,6491,tw,2011-07-15
337,Tunghai University Institutional Repository (THUIR) / 東海大學,14052,tw,2011-07-15
338,National United University Taiwan: Institutional Repository / 國立聯合大學,7636,tw,2011-07-15
339,National Taipeh University of Education Repository (NTUER) / 國北教大機構典藏,2204,tw,2011-07-15
340,National Hsinchu University of Education Institutional Repository (NHCUEIR) / 國立新竹教育大學,4479,tw,2011-07-15
341,Hsiuping Institute of Technology Institutional Repository  (HITIR) / 修平技術學院,2315,tw,2011-07-15
342,"China Lutheran Seminary Repository, Taiwan (CLSR) / 中華信義神學院",622,tw,2011-07-15
343,Chaoyang University of Technology Institutional Repository (CYUTIR) / 朝陽科技大學,11204,tw,2011-07-15
344,University of South Florida St. Petersburg: Digital Archive@USFSP,4418,us,2011-07-14
345,Universidade Federal do Rio Grande do Norte (UFRN): Repositório Institucional,195,br,2011-07-14
346,Southern New Hampshire University: SNHU Academic Archive,2018,us,2011-07-14
347,Niigata College of Nursing Repository: NICONURS / 新潟県立看護大学リポジトリ (にこナース）,758,jp,2011-07-14
348,eUABIR - Electronic Ukrainian Academy of Banking of the National Bank of Ukraine Institutional Repository / сторінках Інституційного репозитарію Української академії банківської справи Національного банку України,8205,ua,2011-07-14
349,Universidade Estadual Paulista São Paulo: Acervo Digital da UNESP,34086,br,2011-07-13
350,Universidade de Caxias do Sul: UCS Revistas,811,br,2011-07-13
351,"Repositório Científico do Instituto Nacional de Saúde, Portugal",744,pt,2011-07-13
352,Meiji Gakuin University Institutional Repository / 明治学院大学機関リポジトリ,492,jp,2011-07-13
353,MDX (Materials Docents en Xarxa),992,es,2011-07-13
354,Marine Institute Open Access Repository,700,ie,2011-07-13
355,"Heriot-Watt University, Edinburgh: ROS - The Research Output Service",2424,uk,2011-07-13
356,ELibUkr-OA - Electronic Library of Ukraine / Електронна бібліотека України,849,ua,2011-07-13
357,DML-CZ (Czech Digital Mathematics Library),27998,cz,2011-07-13
358,Deutsche Sporthochschule Köln: eSport,203,de,2011-07-13
